Property;InducedDomain;InducedRange;Confidence;T;GoldStandardDomain;GoldStandardRange;DomainSame;DomainMoreSpecific;DomainLessSpecific;RangeSame;RangeMoreSpecific;RangeLessSpecific
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;1.0;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.9;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.8;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.7;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.6;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.5;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.4;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.3;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.2;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
complexity;Food;http://www.w3.org/2001/XMLSchema#string;3;0.1;Food;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;1.0;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;1.0;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.9;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.9;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.8;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.8;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.7;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.7;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.6;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.6;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.5;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.5;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.4;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.4;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.3;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.3;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.2;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.2;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastFlightEndDate;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;7;0.1;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastFlightEndDate;MeanOfTransportation;http://www.w3.org/2001/XMLSchema#date;7;0.1;SpaceShuttle;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;1.0;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;1.0;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;1.0;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.9;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.9;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.9;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.8;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.8;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.8;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.7;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.7;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.7;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.6;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.6;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.6;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.5;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.5;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.5;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;City;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;136;0.5;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.4;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.4;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.4;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;City;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;136;0.4;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.3;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.3;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.3;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;City;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;136;0.3;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.2;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.2;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.2;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;City;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;136;0.2;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Settlement;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.1;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
PopulatedPlace--populationMetroDensity;Place;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.1;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;0;1;1;0;0
PopulatedPlace--populationMetroDensity;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;233;0.1;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;1;0;0;1;0;0
PopulatedPlace--populationMetroDensity;City;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;136;0.1;PopulatedPlace;http://dbpedia.org/datatype/inhabitantsPerSquareKilometre;0;1;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;1.0;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.9;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.8;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.7;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.6;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.5;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.4;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.3;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.2;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;2871;0.1;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0;1;0;0
graySubject;Bone;http://www.w3.org/2001/XMLSchema#positiveInteger;362;0.1;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;0;1;0;1;0;0
graySubject;Artery;http://www.w3.org/2001/XMLSchema#positiveInteger;296;0.1;AnatomicalStructure;http://www.w3.org/2001/XMLSchema#positiveInteger;0;1;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;1.0;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.9;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.8;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.7;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.6;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.5;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.4;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.3;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.2;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6391Code;Language;http://www.w3.org/2001/XMLSchema#string;194;0.1;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;1.0;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;1.0;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;1.0;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.9;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.9;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.9;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.8;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.8;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.8;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.7;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.7;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.7;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.6;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.6;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.6;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.5;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.5;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.5;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.4;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.4;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.4;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.3;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.3;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.3;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.2;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.2;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.2;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Organisation;http://www.w3.org/2001/XMLSchema#date;815;0.1;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Agent;http://www.w3.org/2001/XMLSchema#date;815;0.1;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;1;1;0;0
lastElectionDate;Legislature;http://www.w3.org/2001/XMLSchema#date;815;0.1;Legislature;http://www.w3.org/2001/XMLSchema#date;1;0;0;1;0;0
lastElectionDate;Place;http://www.w3.org/2001/XMLSchema#date;132;0.1;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;0;1;0;0
lastElectionDate;Agent=Place;http://www.w3.org/2001/XMLSchema#date;132;0.1;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;0;1;0;0
lastElectionDate;Organisation=Place;http://www.w3.org/2001/XMLSchema#date;132;0.1;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;0;1;0;0
lastElectionDate;Legislature=Place;http://www.w3.org/2001/XMLSchema#date;132;0.1;Legislature;http://www.w3.org/2001/XMLSchema#date;0;0;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;1.0;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;1.0;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;1.0;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.9;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.9;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.9;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.8;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.8;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.8;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.7;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.7;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.7;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.6;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.6;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.6;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.5;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.5;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.5;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.4;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.4;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.4;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.3;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.3;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.3;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.2;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.2;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.2;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;NaturalEvent;http://www.w3.org/2001/XMLSchema#double;61;0.1;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
duration;Event;http://www.w3.org/2001/XMLSchema#double;61;0.1;Event;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
duration;Earthquake;http://www.w3.org/2001/XMLSchema#double;61;0.1;Event;http://www.w3.org/2001/XMLSchema#double;0;1;0;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;1.0;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;1.0;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;1.0;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;1.0;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;1.0;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.9;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.9;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.9;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.9;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.9;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.8;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
