Property;InducedDomain;InducedRange;Confidence;T;GoldStandardDomain;GoldStandardRange;DomainSame;DomainMoreSpecific;DomainLessSpecific;RangeSame;RangeMoreSpecific;RangeLessSpecific
populationUrban;Settlement;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2942;0.4;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;1;0;1;0;0
populationUrban;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2943;0.3;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;1;0;0;1;0;0
populationUrban;Place;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2943;0.3;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;1;1;0;0
populationUrban;Settlement;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2942;0.3;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;1;0;1;0;0
populationUrban;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2943;0.2;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;1;0;0;1;0;0
populationUrban;Place;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2943;0.2;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;1;1;0;0
populationUrban;Settlement;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2942;0.2;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;1;0;1;0;0
populationUrban;City;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;750;0.2;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;1;0;1;0;0
populationUrban;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2943;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;1;0;0;1;0;0
populationUrban;Place;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2943;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;1;1;0;0
populationUrban;Settlement;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;2942;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;1;0;1;0;0
populationUrban;City;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;750;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;1;0;1;0;0
populationUrban;Town;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;451;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;1;0;1;0;0
populationUrban;Agent=PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;312;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;0;1;0;0
populationUrban;Settlement=Agent;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;312;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;0;1;0;0
populationUrban;Agent=Place;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;312;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;0;1;0;0
populationUrban;Agent;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;312;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;0;1;0;0
populationUrban;Organisation=Place;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;310;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;0;1;0;0
populationUrban;Organisation;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;310;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;0;1;0;0
populationUrban;Settlement=Organisation;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;310;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;0;1;0;0
populationUrban;Organisation=PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;310;0.1;PopulatedPlace;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;0;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;1.0;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.9;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.8;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.7;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.6;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.5;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.4;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.3;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.2;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
iso6392Code;Language;http://www.w3.org/2001/XMLSchema#string;404;0.1;Language;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;1.0;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;1.0;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;1.0;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;1.0;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.9;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.9;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.9;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.9;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.8;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.8;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.8;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.8;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.7;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.7;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.7;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.7;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.6;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.6;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.6;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.6;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.5;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.5;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.5;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.5;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.4;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.4;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.4;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.4;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.3;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.3;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.3;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.3;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.2;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.2;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.2;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.2;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;EducationalInstitution;http://www.w3.org/2001/XMLSchema#integer;191;0.1;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;Agent;http://www.w3.org/2001/XMLSchema#integer;191;0.1;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
other;University;http://www.w3.org/2001/XMLSchema#integer;191;0.1;University;http://www.w3.org/2001/XMLSchema#integer;1;0;0;1;0;0
other;Organisation;http://www.w3.org/2001/XMLSchema#integer;191;0.1;University;http://www.w3.org/2001/XMLSchema#integer;0;0;1;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;1.0;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;1.0;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.9;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.9;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.9;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.9;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.9;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.8;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.8;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.8;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.8;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.8;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.7;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.7;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.7;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.7;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.7;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.6;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.6;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.6;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.6;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.6;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.5;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.5;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.5;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.5;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.5;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.4;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.4;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.4;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.4;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.4;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.3;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.3;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.3;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.3;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.3;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.2;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.2;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.2;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.2;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.2;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Film;http://www.w3.org/2001/XMLSchema#double;10000;0.1;Film;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
gross;Work;http://www.w3.org/2001/XMLSchema#double;10000;0.1;Film;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
gross;Film=Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.1;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424=Work;http://www.w3.org/2001/XMLSchema#double;9879;0.1;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
gross;Wikidata:Q11424;http://www.w3.org/2001/XMLSchema#double;9879;0.1;Film;http://www.w3.org/2001/XMLSchema#double;0;0;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;1.0;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.9;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.8;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.7;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.6;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;Automobile;http://dbpedia.org/datatype/millimetre;4328;0.6;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;0;1;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.5;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;Automobile;http://dbpedia.org/datatype/millimetre;4328;0.5;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;0;1;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.4;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;Automobile;http://dbpedia.org/datatype/millimetre;4328;0.4;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;0;1;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.3;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;Automobile;http://dbpedia.org/datatype/millimetre;4328;0.3;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;0;1;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.2;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;Automobile;http://dbpedia.org/datatype/millimetre;4328;0.2;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;0;1;0;1;0;0
MeanOfTransportation--height;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;6782;0.1;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;1;0;0;1;0;0
MeanOfTransportation--height;Automobile;http://dbpedia.org/datatype/millimetre;4328;0.1;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;0;1;0;1;0;0
MeanOfTransportation--height;Ship;http://dbpedia.org/datatype/millimetre;1316;0.1;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;0;1;0;1;0;0
MeanOfTransportation--height;Locomotive;http://dbpedia.org/datatype/millimetre;954;0.1;MeanOfTransportation;http://dbpedia.org/datatype/millimetre;0;1;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;1.0;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
buildingEndYear;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;60;1.0;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;1;0;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;0.9;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
buildingEndYear;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;60;0.9;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;1;0;0;1;0;0
buildingEndYear;RouteOfTransportation;http://www.w3.org/2001/XMLSchema#gYear;59;0.9;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Infrastructure;http://www.w3.org/2001/XMLSchema#gYear;59;0.9;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;0.8;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
buildingEndYear;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;60;0.8;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;1;0;0;1;0;0
buildingEndYear;RouteOfTransportation;http://www.w3.org/2001/XMLSchema#gYear;59;0.8;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Infrastructure=RouteOfTransportation;http://www.w3.org/2001/XMLSchema#gYear;59;0.8;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Infrastructure;http://www.w3.org/2001/XMLSchema#gYear;59;0.8;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;0.7;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
buildingEndYear;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;60;0.7;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;1;0;0;1;0;0
buildingEndYear;RouteOfTransportation;http://www.w3.org/2001/XMLSchema#gYear;59;0.7;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Infrastructure;http://www.w3.org/2001/XMLSchema#gYear;59;0.7;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;0.6;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
buildingEndYear;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;60;0.6;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;1;0;0;1;0;0
buildingEndYear;RouteOfTransportation;http://www.w3.org/2001/XMLSchema#gYear;59;0.6;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Infrastructure;http://www.w3.org/2001/XMLSchema#gYear;59;0.6;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;0.5;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
buildingEndYear;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;60;0.5;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;1;0;0;1;0;0
buildingEndYear;RouteOfTransportation;http://www.w3.org/2001/XMLSchema#gYear;59;0.5;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Infrastructure;http://www.w3.org/2001/XMLSchema#gYear;59;0.5;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;0.4;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
buildingEndYear;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;60;0.4;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;1;0;0;1;0;0
buildingEndYear;RouteOfTransportation;http://www.w3.org/2001/XMLSchema#gYear;59;0.4;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Infrastructure;http://www.w3.org/2001/XMLSchema#gYear;59;0.4;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;RoadTunnel;http://www.w3.org/2001/XMLSchema#gYear;28;0.4;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;0.3;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
buildingEndYear;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;60;0.3;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;1;0;0;1;0;0
buildingEndYear;RouteOfTransportation;http://www.w3.org/2001/XMLSchema#gYear;59;0.3;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Infrastructure;http://www.w3.org/2001/XMLSchema#gYear;59;0.3;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;RoadTunnel;http://www.w3.org/2001/XMLSchema#gYear;28;0.3;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;1;0;1;0;0
buildingEndYear;Place;http://www.w3.org/2001/XMLSchema#gYear;60;0.2;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#gYear;0;0;1;1;0;0
