Property;Induced;Confidence;T;GoldStandard;Same;MoreSpecific;LessSpecific
voltageOfElectrification;PublicTransitSystem=RouteOfTransportation;100;0.1;RouteOfTransportation;0;0;0
voltageOfElectrification;PublicTransitSystem=Infrastructure;100;0.1;RouteOfTransportation;0;0;0
voltageOfElectrification;PublicTransitSystem=Place;100;0.1;RouteOfTransportation;0;0;0
voltageOfElectrification;PublicTransitSystem=Infrastructure=RouteOfTransportation;100;0.1;RouteOfTransportation;0;0;0
settingOfPlay;Work;1137;1.0;Play;0;0;1
settingOfPlay;WrittenWork;1137;1.0;Play;0;0;1
settingOfPlay;Play;1137;1.0;Play;1;0;0
settingOfPlay;Work;1137;0.9;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.9;Play;0;0;1
settingOfPlay;Play;1137;0.9;Play;1;0;0
settingOfPlay;Work;1137;0.8;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.8;Play;0;0;1
settingOfPlay;Play;1137;0.8;Play;1;0;0
settingOfPlay;Work;1137;0.7;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.7;Play;0;0;1
settingOfPlay;Play;1137;0.7;Play;1;0;0
settingOfPlay;Work;1137;0.6;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.6;Play;0;0;1
settingOfPlay;Play;1137;0.6;Play;1;0;0
settingOfPlay;Work;1137;0.5;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.5;Play;0;0;1
settingOfPlay;Play;1137;0.5;Play;1;0;0
settingOfPlay;Work;1137;0.4;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.4;Play;0;0;1
settingOfPlay;Play;1137;0.4;Play;1;0;0
settingOfPlay;Work;1137;0.3;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.3;Play;0;0;1
settingOfPlay;Play;1137;0.3;Play;1;0;0
settingOfPlay;Work;1137;0.2;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.2;Play;0;0;1
settingOfPlay;Play;1137;0.2;Play;1;0;0
settingOfPlay;Work;1137;0.1;Play;0;0;1
settingOfPlay;WrittenWork;1137;0.1;Play;0;0;1
settingOfPlay;Play;1137;0.1;Play;1;0;0
completionDate;Work;10000;1.0;Work;1;0;0
completionDate;Work;10000;0.9;Work;1;0;0
completionDate;Work;10000;0.8;Work;1;0;0
completionDate;TelevisionShow;8200;0.8;Work;0;1;0
completionDate;Work;10000;0.7;Work;1;0;0
completionDate;TelevisionShow;8200;0.7;Work;0;1;0
completionDate;Work;10000;0.6;Work;1;0;0
completionDate;TelevisionShow;8200;0.6;Work;0;1;0
completionDate;Work;10000;0.5;Work;1;0;0
completionDate;TelevisionShow;8200;0.5;Work;0;1;0
completionDate;Work;10000;0.4;Work;1;0;0
completionDate;TelevisionShow;8200;0.4;Work;0;1;0
completionDate;Work;10000;0.3;Work;1;0;0
completionDate;TelevisionShow;8200;0.3;Work;0;1;0
completionDate;Work;10000;0.2;Work;1;0;0
completionDate;TelevisionShow;8200;0.2;Work;0;1;0
completionDate;Work;10000;0.1;Work;1;0;0
completionDate;TelevisionShow;8200;0.1;Work;0;1;0
completionDate;MeanOfTransportation;1802;0.1;Work;0;0;0
completionDate;Work=MeanOfTransportation;1802;0.1;Work;0;0;0
completionDate;Ship;1800;0.1;Work;0;0;0
completionDate;Work=Ship;1800;0.1;Work;0;0;0
grossDomesticProduct;AdministrativeRegion;20;1.0;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;1.0;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;1.0;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;1.0;PopulatedPlace;1;0;0
grossDomesticProduct;AdministrativeRegion;20;0.9;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.9;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.9;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.9;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.9;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.9;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.9;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.9;PopulatedPlace;0;1;0
grossDomesticProduct;AdministrativeRegion;20;0.8;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.8;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.8;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.8;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.8;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.8;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.8;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.8;PopulatedPlace;0;1;0
grossDomesticProduct;AdministrativeRegion;20;0.7;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.7;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.7;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.7;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.7;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.7;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.7;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.7;PopulatedPlace;0;1;0
grossDomesticProduct;AdministrativeRegion;20;0.6;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.6;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.6;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.6;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.6;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.6;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.6;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.6;PopulatedPlace;0;1;0
grossDomesticProduct;AdministrativeRegion;20;0.5;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.5;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.5;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.5;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.5;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.5;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.5;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.5;PopulatedPlace;0;1;0
grossDomesticProduct;AdministrativeRegion;20;0.4;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.4;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.4;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.4;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.4;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.4;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.4;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.4;PopulatedPlace;0;1;0
grossDomesticProduct;AdministrativeRegion;20;0.3;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.3;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.3;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.3;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.3;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.3;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.3;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.3;PopulatedPlace;0;1;0
grossDomesticProduct;AdministrativeRegion;20;0.2;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.2;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.2;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.2;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.2;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.2;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.2;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.2;PopulatedPlace;0;1;0
grossDomesticProduct;AdministrativeRegion;20;0.1;PopulatedPlace;0;1;0
grossDomesticProduct;Region;20;0.1;PopulatedPlace;0;1;0
grossDomesticProduct;Place;20;0.1;PopulatedPlace;0;0;1
grossDomesticProduct;PopulatedPlace;20;0.1;PopulatedPlace;1;0;0
grossDomesticProduct;Settlement=AdministrativeRegion=Region;18;0.1;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=AdministrativeRegion;18;0.1;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement;18;0.1;PopulatedPlace;0;1;0
grossDomesticProduct;Settlement=Region;18;0.1;PopulatedPlace;0;1;0
maxTime;Food;1;1.0;Food;1;0;0
maxTime;Food;1;0.9;Food;1;0;0
maxTime;Food;1;0.8;Food;1;0;0
maxTime;Food;1;0.7;Food;1;0;0
maxTime;Food;1;0.6;Food;1;0;0
maxTime;Food;1;0.5;Food;1;0;0
maxTime;Food;1;0.4;Food;1;0;0
maxTime;Food;1;0.3;Food;1;0;0
maxTime;Food;1;0.2;Food;1;0;0
maxTime;Food;1;0.1;Food;1;0;0
gridReference;Place;10000;1.0;Place;1;0;0
gridReference;Place;10000;0.9;Place;1;0;0
gridReference;Place;10000;0.8;Place;1;0;0
gridReference;Settlement;8283;0.8;Place;0;1;0
gridReference;PopulatedPlace;8283;0.8;Place;0;1;0
gridReference;Place;10000;0.7;Place;1;0;0
gridReference;Settlement;8283;0.7;Place;0;1;0
gridReference;PopulatedPlace;8283;0.7;Place;0;1;0
gridReference;Place;10000;0.6;Place;1;0;0
gridReference;Settlement;8283;0.6;Place;0;1;0
gridReference;PopulatedPlace;8283;0.6;Place;0;1;0
gridReference;Place;10000;0.5;Place;1;0;0
gridReference;Settlement;8283;0.5;Place;0;1;0
gridReference;PopulatedPlace;8283;0.5;Place;0;1;0
gridReference;Place;10000;0.4;Place;1;0;0
gridReference;Settlement;8283;0.4;Place;0;1;0
gridReference;PopulatedPlace;8283;0.4;Place;0;1;0
gridReference;Village;4619;0.4;Place;0;1;0
gridReference;Place;10000;0.3;Place;1;0;0
gridReference;Settlement;8283;0.3;Place;0;1;0
gridReference;PopulatedPlace;8283;0.3;Place;0;1;0
gridReference;Village;4619;0.3;Place;0;1;0
gridReference;Place;10000;0.2;Place;1;0;0
gridReference;Settlement;8283;0.2;Place;0;1;0
gridReference;PopulatedPlace;8283;0.2;Place;0;1;0
gridReference;Village;4619;0.2;Place;0;1;0
gridReference;Village=Place;4619;0.2;Place;0;1;0
gridReference;Place;10000;0.1;Place;1;0;0
gridReference;Settlement;8283;0.1;Place;0;1;0
gridReference;PopulatedPlace;8283;0.1;Place;0;1;0
gridReference;Village;4619;0.1;Place;0;1;0
gridReference;ArchitecturalStructure;1781;0.1;Place;0;1;0
gridReference;Infrastructure;1750;0.1;Place;0;1;0
gridReference;Station;1722;0.1;Place;0;1;0
Engine--pistonStroke;Device;332;1.0;Engine;0;0;1
Engine--pistonStroke;Engine;332;1.0;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;1.0;Engine;0;1;0
Engine--pistonStroke;Device;332;0.9;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.9;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.9;Engine;0;1;0
Engine--pistonStroke;Device;332;0.8;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.8;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.8;Engine;0;1;0
Engine--pistonStroke;Device;332;0.7;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.7;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.7;Engine;0;1;0
Engine--pistonStroke;Device;332;0.6;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.6;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.6;Engine;0;1;0
Engine--pistonStroke;Device;332;0.5;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.5;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.5;Engine;0;1;0
Engine--pistonStroke;Device;332;0.4;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.4;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.4;Engine;0;1;0
Engine--pistonStroke;Device;332;0.3;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.3;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.3;Engine;0;1;0
Engine--pistonStroke;Work=AutomobileEngine;118;0.3;Engine;0;0;0
Engine--pistonStroke;Device=Work;118;0.3;Engine;0;0;0
Engine--pistonStroke;Work;118;0.3;Engine;0;0;0
Engine--pistonStroke;Work=Engine=AutomobileEngine;118;0.3;Engine;0;0;0
Engine--pistonStroke;Work=Engine;118;0.3;Engine;0;0;0
Engine--pistonStroke;Device;332;0.2;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.2;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.2;Engine;0;1;0
Engine--pistonStroke;Work;118;0.2;Engine;0;0;0
Engine--pistonStroke;Work=AutomobileEngine;118;0.2;Engine;0;0;0
Engine--pistonStroke;Device=Work;118;0.2;Engine;0;0;0
Engine--pistonStroke;Work=Engine=AutomobileEngine;118;0.2;Engine;0;0;0
Engine--pistonStroke;Work=Engine;118;0.2;Engine;0;0;0
Engine--pistonStroke;Device=Software;71;0.2;Engine;0;0;0
Engine--pistonStroke;Software=Engine;71;0.2;Engine;0;0;0
Engine--pistonStroke;Software=Engine=AutomobileEngine;71;0.2;Engine;0;0;0
Engine--pistonStroke;Software;71;0.2;Engine;0;0;0
Engine--pistonStroke;Software=AutomobileEngine;71;0.2;Engine;0;0;0
Engine--pistonStroke;Device;332;0.1;Engine;0;0;1
Engine--pistonStroke;Engine;332;0.1;Engine;1;0;0
Engine--pistonStroke;AutomobileEngine;332;0.1;Engine;0;1;0
Engine--pistonStroke;Work;118;0.1;Engine;0;0;0
Engine--pistonStroke;Work=AutomobileEngine;118;0.1;Engine;0;0;0
Engine--pistonStroke;Device=Work;118;0.1;Engine;0;0;0
Engine--pistonStroke;Work=Engine=AutomobileEngine;118;0.1;Engine;0;0;0
Engine--pistonStroke;Work=Engine;118;0.1;Engine;0;0;0
Engine--pistonStroke;Device=Software;71;0.1;Engine;0;0;0
Engine--pistonStroke;Software=Engine;71;0.1;Engine;0;0;0
Engine--pistonStroke;Software=Engine=AutomobileEngine;71;0.1;Engine;0;0;0
Engine--pistonStroke;Software;71;0.1;Engine;0;0;0
Engine--pistonStroke;Software=AutomobileEngine;71;0.1;Engine;0;0;0
Engine--pistonStroke;TelevisionShow=Engine=AutomobileEngine;45;0.1;Engine;0;0;0
Engine--pistonStroke;Device=TelevisionShow;45;0.1;Engine;0;0;0
Engine--pistonStroke;TelevisionShow=Engine;45;0.1;Engine;0;0;0
Engine--pistonStroke;TelevisionShow;45;0.1;Engine;0;0;0
Engine--pistonStroke;TelevisionShow=AutomobileEngine;45;0.1;Engine;0;0;0
Engine--height;Device;12;1.0;Engine;0;0;1
Engine--height;Engine;12;1.0;Engine;1;0;0
Engine--height;AutomobileEngine;12;1.0;Engine;0;1;0
Engine--height;Device;12;0.9;Engine;0;0;1
Engine--height;Engine;12;0.9;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.9;Engine;0;1;0
Engine--height;Device;12;0.8;Engine;0;0;1
Engine--height;Engine;12;0.8;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.8;Engine;0;1;0
Engine--height;Device;12;0.7;Engine;0;0;1
Engine--height;Engine;12;0.7;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.7;Engine;0;1;0
Engine--height;Device;12;0.6;Engine;0;0;1
Engine--height;Engine;12;0.6;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.6;Engine;0;1;0
Engine--height;Device;12;0.5;Engine;0;0;1
Engine--height;Engine;12;0.5;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.5;Engine;0;1;0
Engine--height;Device;12;0.4;Engine;0;0;1
Engine--height;Engine;12;0.4;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.4;Engine;0;1;0
Engine--height;Device;12;0.3;Engine;0;0;1
Engine--height;Engine;12;0.3;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.3;Engine;0;1;0
Engine--height;Device;12;0.2;Engine;0;0;1
Engine--height;Engine;12;0.2;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.2;Engine;0;1;0
Engine--height;Device;12;0.1;Engine;0;0;1
Engine--height;Engine;12;0.1;Engine;1;0;0
Engine--height;AutomobileEngine;12;0.1;Engine;0;1;0
depth;Place;571;1.0;Place;1;0;0
depth;Place;571;0.9;Place;1;0;0
depth;Place;571;0.8;Place;1;0;0
depth;Place;571;0.7;Place;1;0;0
depth;Place;571;0.6;Place;1;0;0
depth;ArchitecturalStructure;394;0.6;Place;0;1;0
depth;Infrastructure;392;0.6;Place;0;1;0
depth;Station;391;0.6;Place;0;1;0
depth;Place;571;0.5;Place;1;0;0
depth;ArchitecturalStructure;394;0.5;Place;0;1;0
depth;Infrastructure;392;0.5;Place;0;1;0
depth;Station;391;0.5;Place;0;1;0
depth;Place;571;0.4;Place;1;0;0
depth;ArchitecturalStructure;394;0.4;Place;0;1;0
depth;Infrastructure;392;0.4;Place;0;1;0
depth;Station;391;0.4;Place;0;1;0
depth;Place;571;0.3;Place;1;0;0
depth;ArchitecturalStructure;394;0.3;Place;0;1;0
depth;Infrastructure;392;0.3;Place;0;1;0
depth;Station;391;0.3;Place;0;1;0
depth;NaturalPlace;180;0.3;Place;0;1;0
depth;Place;571;0.2;Place;1;0;0
depth;ArchitecturalStructure;394;0.2;Place;0;1;0
depth;Infrastructure;392;0.2;Place;0;1;0
depth;Station;391;0.2;Place;0;1;0
depth;NaturalPlace;180;0.2;Place;0;1;0
depth;Cave;153;0.2;Place;0;1;0
depth;Place;571;0.1;Place;1;0;0
depth;ArchitecturalStructure;394;0.1;Place;0;1;0
depth;Infrastructure;392;0.1;Place;0;1;0
depth;Station;391;0.1;Place;0;1;0
depth;NaturalPlace;180;0.1;Place;0;1;0
depth;Cave;153;0.1;Place;0;1;0
birthDate;Agent;10000;1.0;Person;0;0;1
birthDate;Person;10000;1.0;Person;1;0;0
birthDate;Agent;10000;0.9;Person;0;0;1
birthDate;Person;10000;0.9;Person;1;0;0
birthDate;Agent;10000;0.8;Person;0;0;1
birthDate;Person;10000;0.8;Person;1;0;0
birthDate;Agent;10000;0.7;Person;0;0;1
birthDate;Person;10000;0.7;Person;1;0;0
birthDate;Agent;10000;0.6;Person;0;0;1
birthDate;Person;10000;0.6;Person;1;0;0
birthDate;Agent;10000;0.5;Person;0;0;1
birthDate;Person;10000;0.5;Person;1;0;0
birthDate;Agent;10000;0.4;Person;0;0;1
birthDate;Person;10000;0.4;Person;1;0;0
birthDate;Agent;10000;0.3;Person;0;0;1
birthDate;Person;10000;0.3;Person;1;0;0
birthDate;Agent;10000;0.2;Person;0;0;1
birthDate;Person;10000;0.2;Person;1;0;0
birthDate;Agent;10000;0.1;Person;0;0;1
birthDate;Person;10000;0.1;Person;1;0;0
grayPage;AnatomicalStructure;2878;1.0;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.9;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.8;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.7;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.6;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.5;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.4;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.3;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.2;AnatomicalStructure;1;0;0
grayPage;AnatomicalStructure;2878;0.1;AnatomicalStructure;1;0;0
grayPage;Bone;363;0.1;AnatomicalStructure;0;1;0
grayPage;Artery;297;0.1;AnatomicalStructure;0;1;0
areaUrban;Settlement;643;1.0;PopulatedPlace;0;1;0
areaUrban;Place;643;1.0;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;1.0;PopulatedPlace;1;0;0
areaUrban;Settlement;643;0.9;PopulatedPlace;0;1;0
areaUrban;Place;643;0.9;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.9;PopulatedPlace;1;0;0
areaUrban;Settlement;643;0.8;PopulatedPlace;0;1;0
areaUrban;Place;643;0.8;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.8;PopulatedPlace;1;0;0
areaUrban;Settlement;643;0.7;PopulatedPlace;0;1;0
areaUrban;Place;643;0.7;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.7;PopulatedPlace;1;0;0
areaUrban;Settlement;643;0.6;PopulatedPlace;0;1;0
areaUrban;Place;643;0.6;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.6;PopulatedPlace;1;0;0
areaUrban;City;405;0.6;PopulatedPlace;0;1;0
areaUrban;Settlement;643;0.5;PopulatedPlace;0;1;0
areaUrban;Place;643;0.5;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.5;PopulatedPlace;1;0;0
areaUrban;City;405;0.5;PopulatedPlace;0;1;0
areaUrban;Settlement;643;0.4;PopulatedPlace;0;1;0
areaUrban;Place;643;0.4;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.4;PopulatedPlace;1;0;0
areaUrban;City;405;0.4;PopulatedPlace;0;1;0
areaUrban;Settlement;643;0.3;PopulatedPlace;0;1;0
areaUrban;Place;643;0.3;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.3;PopulatedPlace;1;0;0
areaUrban;City;405;0.3;PopulatedPlace;0;1;0
areaUrban;Settlement;643;0.2;PopulatedPlace;0;1;0
areaUrban;Place;643;0.2;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.2;PopulatedPlace;1;0;0
areaUrban;City;405;0.2;PopulatedPlace;0;1;0
areaUrban;Settlement;643;0.1;PopulatedPlace;0;1;0
areaUrban;Place;643;0.1;PopulatedPlace;0;0;1
areaUrban;PopulatedPlace;643;0.1;PopulatedPlace;1;0;0
areaUrban;City;405;0.1;PopulatedPlace;0;1;0
areaLand;Settlement;10000;1.0;Place;0;1;0
areaLand;Place;10000;1.0;Place;1;0;0
areaLand;PopulatedPlace;10000;1.0;Place;0;1;0
areaLand;Settlement;10000;0.9;Place;0;1;0
areaLand;Place;10000;0.9;Place;1;0;0
areaLand;PopulatedPlace;10000;0.9;Place;0;1;0
areaLand;Settlement;10000;0.8;Place;0;1;0
areaLand;Place;10000;0.8;Place;1;0;0
areaLand;PopulatedPlace;10000;0.8;Place;0;1;0
areaLand;Settlement;10000;0.7;Place;0;1;0
areaLand;Place;10000;0.7;Place;1;0;0
areaLand;PopulatedPlace;10000;0.7;Place;0;1;0
areaLand;Settlement;10000;0.6;Place;0;1;0
areaLand;Place;10000;0.6;Place;1;0;0
areaLand;PopulatedPlace;10000;0.6;Place;0;1;0
areaLand;Settlement;10000;0.5;Place;0;1;0
areaLand;Place;10000;0.5;Place;1;0;0
areaLand;PopulatedPlace;10000;0.5;Place;0;1;0
areaLand;Settlement;10000;0.4;Place;0;1;0
areaLand;Place;10000;0.4;Place;1;0;0
areaLand;PopulatedPlace;10000;0.4;Place;0;1;0
areaLand;Settlement;10000;0.3;Place;0;1;0
areaLand;Place;10000;0.3;Place;1;0;0
areaLand;PopulatedPlace;10000;0.3;Place;0;1;0
areaLand;City;3690;0.3;Place;0;1;0
areaLand;Settlement;10000;0.2;Place;0;1;0
areaLand;Place;10000;0.2;Place;1;0;0
areaLand;PopulatedPlace;10000;0.2;Place;0;1;0
areaLand;City;3690;0.2;Place;0;1;0
areaLand;Town;2508;0.2;Place;0;1;0
areaLand;Village;2177;0.2;Place;0;1;0
areaLand;Settlement;10000;0.1;Place;0;1;0
areaLand;Place;10000;0.1;Place;1;0;0
areaLand;PopulatedPlace;10000;0.1;Place;0;1;0
areaLand;City;3690;0.1;Place;0;1;0
areaLand;Town;2508;0.1;Place;0;1;0
areaLand;Village;2177;0.1;Place;0;1;0
officialSchoolColour;Agent;10000;1.0;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;1.0;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;1.0;EducationalInstitution;1;0;0
officialSchoolColour;Agent;10000;0.9;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.9;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.9;EducationalInstitution;1;0;0
officialSchoolColour;Agent;10000;0.8;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.8;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.8;EducationalInstitution;1;0;0
officialSchoolColour;Agent;10000;0.7;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.7;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.7;EducationalInstitution;1;0;0
officialSchoolColour;Agent;10000;0.6;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.6;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.6;EducationalInstitution;1;0;0
officialSchoolColour;Agent;10000;0.5;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.5;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.5;EducationalInstitution;1;0;0
officialSchoolColour;School;5942;0.5;EducationalInstitution;0;1;0
officialSchoolColour;Agent;10000;0.4;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.4;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.4;EducationalInstitution;1;0;0
officialSchoolColour;School;5942;0.4;EducationalInstitution;0;1;0
officialSchoolColour;University;4659;0.4;EducationalInstitution;0;1;0
officialSchoolColour;Agent;10000;0.3;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.3;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.3;EducationalInstitution;1;0;0
officialSchoolColour;School;5942;0.3;EducationalInstitution;0;1;0
officialSchoolColour;University;4659;0.3;EducationalInstitution;0;1;0
officialSchoolColour;Agent;10000;0.2;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.2;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.2;EducationalInstitution;1;0;0
officialSchoolColour;School;5942;0.2;EducationalInstitution;0;1;0
officialSchoolColour;University;4659;0.2;EducationalInstitution;0;1;0
officialSchoolColour;Agent;10000;0.1;EducationalInstitution;0;0;1
officialSchoolColour;Organisation;10000;0.1;EducationalInstitution;0;0;1
officialSchoolColour;EducationalInstitution;10000;0.1;EducationalInstitution;1;0;0
officialSchoolColour;School;5942;0.1;EducationalInstitution;0;1;0
officialSchoolColour;University;4659;0.1;EducationalInstitution;0;1;0
mainspan;Bridge;1572;1.0;Bridge;1;0;0
