Property;Induced;Confidence;T;GoldStandard;Same;MoreSpecific;LessSpecific
PopulatedPlace--populationMetroDensity;Settlement;233;0.5;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Place;233;0.5;PopulatedPlace;0;0;1
PopulatedPlace--populationMetroDensity;PopulatedPlace;233;0.5;PopulatedPlace;1;0;0
PopulatedPlace--populationMetroDensity;City;136;0.5;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Settlement;233;0.4;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Place;233;0.4;PopulatedPlace;0;0;1
PopulatedPlace--populationMetroDensity;PopulatedPlace;233;0.4;PopulatedPlace;1;0;0
PopulatedPlace--populationMetroDensity;City;136;0.4;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Settlement;233;0.3;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Place;233;0.3;PopulatedPlace;0;0;1
PopulatedPlace--populationMetroDensity;PopulatedPlace;233;0.3;PopulatedPlace;1;0;0
PopulatedPlace--populationMetroDensity;City;136;0.3;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Settlement;233;0.2;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Place;233;0.2;PopulatedPlace;0;0;1
PopulatedPlace--populationMetroDensity;PopulatedPlace;233;0.2;PopulatedPlace;1;0;0
PopulatedPlace--populationMetroDensity;City;136;0.2;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Settlement;233;0.1;PopulatedPlace;0;1;0
PopulatedPlace--populationMetroDensity;Place;233;0.1;PopulatedPlace;0;0;1
PopulatedPlace--populationMetroDensity;PopulatedPlace;233;0.1;PopulatedPlace;1;0;0
PopulatedPlace--populationMetroDensity;City;136;0.1;PopulatedPlace;0;1;0
graySubject;AnatomicalStructure;2871;1.0;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.9;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.8;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.7;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.6;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.5;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.4;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.3;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.2;AnatomicalStructure;1;0;0
graySubject;AnatomicalStructure;2871;0.1;AnatomicalStructure;1;0;0
graySubject;Bone;362;0.1;AnatomicalStructure;0;1;0
graySubject;Artery;296;0.1;AnatomicalStructure;0;1;0
iso6391Code;Language;194;1.0;Language;1;0;0
iso6391Code;Language;194;0.9;Language;1;0;0
iso6391Code;Language;194;0.8;Language;1;0;0
iso6391Code;Language;194;0.7;Language;1;0;0
iso6391Code;Language;194;0.6;Language;1;0;0
iso6391Code;Language;194;0.5;Language;1;0;0
iso6391Code;Language;194;0.4;Language;1;0;0
iso6391Code;Language;194;0.3;Language;1;0;0
iso6391Code;Language;194;0.2;Language;1;0;0
iso6391Code;Language;194;0.1;Language;1;0;0
lastElectionDate;Legislature;815;1.0;Legislature;1;0;0
lastElectionDate;Agent;815;1.0;Legislature;0;0;1
lastElectionDate;Organisation;815;1.0;Legislature;0;0;1
lastElectionDate;Legislature;815;0.9;Legislature;1;0;0
lastElectionDate;Agent;815;0.9;Legislature;0;0;1
lastElectionDate;Organisation;815;0.9;Legislature;0;0;1
lastElectionDate;Legislature;815;0.8;Legislature;1;0;0
lastElectionDate;Agent;815;0.8;Legislature;0;0;1
lastElectionDate;Organisation;815;0.8;Legislature;0;0;1
lastElectionDate;Legislature;815;0.7;Legislature;1;0;0
lastElectionDate;Agent;815;0.7;Legislature;0;0;1
lastElectionDate;Organisation;815;0.7;Legislature;0;0;1
lastElectionDate;Legislature;815;0.6;Legislature;1;0;0
lastElectionDate;Agent;815;0.6;Legislature;0;0;1
lastElectionDate;Organisation;815;0.6;Legislature;0;0;1
lastElectionDate;Legislature;815;0.5;Legislature;1;0;0
lastElectionDate;Agent;815;0.5;Legislature;0;0;1
lastElectionDate;Organisation;815;0.5;Legislature;0;0;1
lastElectionDate;Legislature;815;0.4;Legislature;1;0;0
lastElectionDate;Agent;815;0.4;Legislature;0;0;1
lastElectionDate;Organisation;815;0.4;Legislature;0;0;1
lastElectionDate;Legislature;815;0.3;Legislature;1;0;0
lastElectionDate;Agent;815;0.3;Legislature;0;0;1
lastElectionDate;Organisation;815;0.3;Legislature;0;0;1
lastElectionDate;Legislature;815;0.2;Legislature;1;0;0
lastElectionDate;Agent;815;0.2;Legislature;0;0;1
lastElectionDate;Organisation;815;0.2;Legislature;0;0;1
lastElectionDate;Legislature;815;0.1;Legislature;1;0;0
lastElectionDate;Agent;815;0.1;Legislature;0;0;1
lastElectionDate;Organisation;815;0.1;Legislature;0;0;1
lastElectionDate;Agent=Place;132;0.1;Legislature;0;0;0
lastElectionDate;Organisation=Place;132;0.1;Legislature;0;0;0
lastElectionDate;Place;132;0.1;Legislature;0;0;0
lastElectionDate;Legislature=Place;132;0.1;Legislature;0;0;0
duration;Earthquake;61;1.0;Event;0;1;0
duration;NaturalEvent;61;1.0;Event;0;1;0
duration;Event;61;1.0;Event;1;0;0
duration;Earthquake;61;0.9;Event;0;1;0
duration;NaturalEvent;61;0.9;Event;0;1;0
duration;Event;61;0.9;Event;1;0;0
duration;Earthquake;61;0.8;Event;0;1;0
duration;NaturalEvent;61;0.8;Event;0;1;0
duration;Event;61;0.8;Event;1;0;0
duration;Earthquake;61;0.7;Event;0;1;0
duration;NaturalEvent;61;0.7;Event;0;1;0
duration;Event;61;0.7;Event;1;0;0
duration;Earthquake;61;0.6;Event;0;1;0
duration;NaturalEvent;61;0.6;Event;0;1;0
duration;Event;61;0.6;Event;1;0;0
duration;Earthquake;61;0.5;Event;0;1;0
duration;NaturalEvent;61;0.5;Event;0;1;0
duration;Event;61;0.5;Event;1;0;0
duration;Earthquake;61;0.4;Event;0;1;0
duration;NaturalEvent;61;0.4;Event;0;1;0
duration;Event;61;0.4;Event;1;0;0
duration;Earthquake;61;0.3;Event;0;1;0
duration;NaturalEvent;61;0.3;Event;0;1;0
duration;Event;61;0.3;Event;1;0;0
duration;Earthquake;61;0.2;Event;0;1;0
duration;NaturalEvent;61;0.2;Event;0;1;0
duration;Event;61;0.2;Event;1;0;0
duration;Earthquake;61;0.1;Event;0;1;0
duration;NaturalEvent;61;0.1;Event;0;1;0
duration;Event;61;0.1;Event;1;0;0
maximumBoatBeam;BodyOfWater;79;1.0;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;1.0;Canal;0;0;1
maximumBoatBeam;Canal;79;1.0;Canal;1;0;0
maximumBoatBeam;Stream;79;1.0;Canal;0;0;1
maximumBoatBeam;Place;79;1.0;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.9;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.9;Canal;0;0;1
maximumBoatBeam;Canal;79;0.9;Canal;1;0;0
maximumBoatBeam;Stream;79;0.9;Canal;0;0;1
maximumBoatBeam;Place;79;0.9;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.8;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.8;Canal;0;0;1
maximumBoatBeam;Canal;79;0.8;Canal;1;0;0
maximumBoatBeam;Stream;79;0.8;Canal;0;0;1
maximumBoatBeam;Place;79;0.8;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.7;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.7;Canal;0;0;1
maximumBoatBeam;Canal;79;0.7;Canal;1;0;0
maximumBoatBeam;Stream;79;0.7;Canal;0;0;1
maximumBoatBeam;Place;79;0.7;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.6;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.6;Canal;0;0;1
maximumBoatBeam;Canal;79;0.6;Canal;1;0;0
maximumBoatBeam;Stream;79;0.6;Canal;0;0;1
maximumBoatBeam;Place;79;0.6;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.5;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.5;Canal;0;0;1
maximumBoatBeam;Canal;79;0.5;Canal;1;0;0
maximumBoatBeam;Stream;79;0.5;Canal;0;0;1
maximumBoatBeam;Place;79;0.5;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.4;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.4;Canal;0;0;1
maximumBoatBeam;Canal;79;0.4;Canal;1;0;0
maximumBoatBeam;Stream;79;0.4;Canal;0;0;1
maximumBoatBeam;Place;79;0.4;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.3;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.3;Canal;0;0;1
maximumBoatBeam;Canal;79;0.3;Canal;1;0;0
maximumBoatBeam;Stream;79;0.3;Canal;0;0;1
maximumBoatBeam;Place;79;0.3;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.2;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.2;Canal;0;0;1
maximumBoatBeam;Canal;79;0.2;Canal;1;0;0
maximumBoatBeam;Stream;79;0.2;Canal;0;0;1
maximumBoatBeam;Place;79;0.2;Canal;0;0;1
maximumBoatBeam;BodyOfWater;79;0.1;Canal;0;0;1
maximumBoatBeam;NaturalPlace;79;0.1;Canal;0;0;1
maximumBoatBeam;Canal;79;0.1;Canal;1;0;0
maximumBoatBeam;Stream;79;0.1;Canal;0;0;1
maximumBoatBeam;Place;79;0.1;Canal;0;0;1
established;TheologicalConcept;2415;1.0;ChristianDoctrine;0;0;1
established;ChristianDoctrine=AdministrativeRegion=Region;2415;1.0;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TheologicalConcept;2415;1.0;ChristianDoctrine;0;0;0
established;TopicalConcept=PopulatedPlace;2415;1.0;ChristianDoctrine;0;0;0
established;Place;2415;1.0;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region;2415;1.0;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Place;2415;1.0;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;2415;1.0;ChristianDoctrine;0;0;0
established;PopulatedPlace;2415;1.0;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese=Region;2415;1.0;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion;2415;1.0;ChristianDoctrine;0;0;0
established;TopicalConcept=Place;2415;1.0;ChristianDoctrine;0;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;2415;1.0;ChristianDoctrine;0;0;0
established;Diocese=TopicalConcept;2415;1.0;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese;2415;1.0;ChristianDoctrine;0;0;0
established;TheologicalConcept=PopulatedPlace;2415;1.0;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TopicalConcept;2415;1.0;ChristianDoctrine;0;0;0
established;TopicalConcept=Region;2415;1.0;ChristianDoctrine;0;0;0
established;AdministrativeRegion;2415;1.0;ChristianDoctrine;0;0;0
established;TopicalConcept;2415;1.0;ChristianDoctrine;0;0;1
established;Region=ClericalAdministrativeRegion=TheologicalConcept;2415;1.0;ChristianDoctrine;0;0;0
established;Region;2415;1.0;ChristianDoctrine;0;0;0
established;Diocese=TheologicalConcept;2415;1.0;ChristianDoctrine;0;0;0
established;ChristianDoctrine=PopulatedPlace;2415;1.0;ChristianDoctrine;0;0;0
established;Diocese;2415;1.0;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion=TheologicalConcept;2415;1.0;ChristianDoctrine;0;0;0
established;TopicalConcept=ClericalAdministrativeRegion;2415;1.0;ChristianDoctrine;0;0;0
established;ChristianDoctrine=AdministrativeRegion;2415;1.0;ChristianDoctrine;0;0;0
established;ChristianDoctrine;2415;1.0;ChristianDoctrine;1;0;0
established;ChristianDoctrine=ClericalAdministrativeRegion;2415;1.0;ChristianDoctrine;0;0;0
established;Region=TheologicalConcept;2415;1.0;ChristianDoctrine;0;0;0
established;Place=TheologicalConcept;2415;1.0;ChristianDoctrine;0;0;0
established;TheologicalConcept;2415;0.9;ChristianDoctrine;0;0;1
established;ChristianDoctrine=AdministrativeRegion=Region;2415;0.9;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TheologicalConcept;2415;0.9;ChristianDoctrine;0;0;0
established;TopicalConcept=PopulatedPlace;2415;0.9;ChristianDoctrine;0;0;0
established;Place;2415;0.9;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region;2415;0.9;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Place;2415;0.9;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;2415;0.9;ChristianDoctrine;0;0;0
established;PopulatedPlace;2415;0.9;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese=Region;2415;0.9;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion;2415;0.9;ChristianDoctrine;0;0;0
established;TopicalConcept=Place;2415;0.9;ChristianDoctrine;0;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;2415;0.9;ChristianDoctrine;0;0;0
established;Diocese=TopicalConcept;2415;0.9;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese;2415;0.9;ChristianDoctrine;0;0;0
established;TheologicalConcept=PopulatedPlace;2415;0.9;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TopicalConcept;2415;0.9;ChristianDoctrine;0;0;0
established;TopicalConcept=Region;2415;0.9;ChristianDoctrine;0;0;0
established;AdministrativeRegion;2415;0.9;ChristianDoctrine;0;0;0
established;TopicalConcept;2415;0.9;ChristianDoctrine;0;0;1
established;Region=ClericalAdministrativeRegion=TheologicalConcept;2415;0.9;ChristianDoctrine;0;0;0
established;Region;2415;0.9;ChristianDoctrine;0;0;0
established;Diocese=TheologicalConcept;2415;0.9;ChristianDoctrine;0;0;0
established;ChristianDoctrine=PopulatedPlace;2415;0.9;ChristianDoctrine;0;0;0
established;Diocese;2415;0.9;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion=TheologicalConcept;2415;0.9;ChristianDoctrine;0;0;0
established;TopicalConcept=ClericalAdministrativeRegion;2415;0.9;ChristianDoctrine;0;0;0
established;ChristianDoctrine=AdministrativeRegion;2415;0.9;ChristianDoctrine;0;0;0
established;ChristianDoctrine;2415;0.9;ChristianDoctrine;1;0;0
established;ChristianDoctrine=ClericalAdministrativeRegion;2415;0.9;ChristianDoctrine;0;0;0
established;Region=TheologicalConcept;2415;0.9;ChristianDoctrine;0;0;0
established;Place=TheologicalConcept;2415;0.9;ChristianDoctrine;0;0;0
established;TheologicalConcept;2415;0.8;ChristianDoctrine;0;0;1
established;ChristianDoctrine=AdministrativeRegion=Region;2415;0.8;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TheologicalConcept;2415;0.8;ChristianDoctrine;0;0;0
established;TopicalConcept=PopulatedPlace;2415;0.8;ChristianDoctrine;0;0;0
established;Place;2415;0.8;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region;2415;0.8;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Place;2415;0.8;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;2415;0.8;ChristianDoctrine;0;0;0
established;PopulatedPlace;2415;0.8;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese=Region;2415;0.8;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion;2415;0.8;ChristianDoctrine;0;0;0
established;TopicalConcept=Place;2415;0.8;ChristianDoctrine;0;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;2415;0.8;ChristianDoctrine;0;0;0
established;Diocese=TopicalConcept;2415;0.8;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese;2415;0.8;ChristianDoctrine;0;0;0
established;TheologicalConcept=PopulatedPlace;2415;0.8;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TopicalConcept;2415;0.8;ChristianDoctrine;0;0;0
established;TopicalConcept=Region;2415;0.8;ChristianDoctrine;0;0;0
established;AdministrativeRegion;2415;0.8;ChristianDoctrine;0;0;0
established;TopicalConcept;2415;0.8;ChristianDoctrine;0;0;1
established;Region=ClericalAdministrativeRegion=TheologicalConcept;2415;0.8;ChristianDoctrine;0;0;0
established;Region;2415;0.8;ChristianDoctrine;0;0;0
established;Diocese=TheologicalConcept;2415;0.8;ChristianDoctrine;0;0;0
established;ChristianDoctrine=PopulatedPlace;2415;0.8;ChristianDoctrine;0;0;0
established;Diocese;2415;0.8;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion=TheologicalConcept;2415;0.8;ChristianDoctrine;0;0;0
established;TopicalConcept=ClericalAdministrativeRegion;2415;0.8;ChristianDoctrine;0;0;0
established;ChristianDoctrine=AdministrativeRegion;2415;0.8;ChristianDoctrine;0;0;0
established;ChristianDoctrine;2415;0.8;ChristianDoctrine;1;0;0
established;ChristianDoctrine=ClericalAdministrativeRegion;2415;0.8;ChristianDoctrine;0;0;0
established;Region=TheologicalConcept;2415;0.8;ChristianDoctrine;0;0;0
established;Place=TheologicalConcept;2415;0.8;ChristianDoctrine;0;0;0
established;TheologicalConcept;2415;0.7;ChristianDoctrine;0;0;1
established;ChristianDoctrine=AdministrativeRegion=Region;2415;0.7;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TheologicalConcept;2415;0.7;ChristianDoctrine;0;0;0
established;TopicalConcept=PopulatedPlace;2415;0.7;ChristianDoctrine;0;0;0
established;Place;2415;0.7;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region;2415;0.7;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Place;2415;0.7;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;2415;0.7;ChristianDoctrine;0;0;0
established;PopulatedPlace;2415;0.7;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese=Region;2415;0.7;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion;2415;0.7;ChristianDoctrine;0;0;0
established;TopicalConcept=Place;2415;0.7;ChristianDoctrine;0;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;2415;0.7;ChristianDoctrine;0;0;0
established;Diocese=TopicalConcept;2415;0.7;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese;2415;0.7;ChristianDoctrine;0;0;0
established;TheologicalConcept=PopulatedPlace;2415;0.7;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TopicalConcept;2415;0.7;ChristianDoctrine;0;0;0
established;TopicalConcept=Region;2415;0.7;ChristianDoctrine;0;0;0
established;AdministrativeRegion;2415;0.7;ChristianDoctrine;0;0;0
established;TopicalConcept;2415;0.7;ChristianDoctrine;0;0;1
established;Region=ClericalAdministrativeRegion=TheologicalConcept;2415;0.7;ChristianDoctrine;0;0;0
established;Region;2415;0.7;ChristianDoctrine;0;0;0
established;Diocese=TheologicalConcept;2415;0.7;ChristianDoctrine;0;0;0
established;ChristianDoctrine=PopulatedPlace;2415;0.7;ChristianDoctrine;0;0;0
established;Diocese;2415;0.7;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion=TheologicalConcept;2415;0.7;ChristianDoctrine;0;0;0
established;TopicalConcept=ClericalAdministrativeRegion;2415;0.7;ChristianDoctrine;0;0;0
established;ChristianDoctrine=AdministrativeRegion;2415;0.7;ChristianDoctrine;0;0;0
established;ChristianDoctrine;2415;0.7;ChristianDoctrine;1;0;0
established;ChristianDoctrine=ClericalAdministrativeRegion;2415;0.7;ChristianDoctrine;0;0;0
established;Region=TheologicalConcept;2415;0.7;ChristianDoctrine;0;0;0
established;Place=TheologicalConcept;2415;0.7;ChristianDoctrine;0;0;0
established;TheologicalConcept;2415;0.6;ChristianDoctrine;0;0;1
established;ChristianDoctrine=AdministrativeRegion=Region;2415;0.6;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TheologicalConcept;2415;0.6;ChristianDoctrine;0;0;0
established;TopicalConcept=PopulatedPlace;2415;0.6;ChristianDoctrine;0;0;0
established;Place;2415;0.6;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region;2415;0.6;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Place;2415;0.6;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;2415;0.6;ChristianDoctrine;0;0;0
established;PopulatedPlace;2415;0.6;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese=Region;2415;0.6;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion;2415;0.6;ChristianDoctrine;0;0;0
established;TopicalConcept=Place;2415;0.6;ChristianDoctrine;0;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;2415;0.6;ChristianDoctrine;0;0;0
established;Diocese=TopicalConcept;2415;0.6;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese;2415;0.6;ChristianDoctrine;0;0;0
established;TheologicalConcept=PopulatedPlace;2415;0.6;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TopicalConcept;2415;0.6;ChristianDoctrine;0;0;0
established;TopicalConcept=Region;2415;0.6;ChristianDoctrine;0;0;0
established;AdministrativeRegion;2415;0.6;ChristianDoctrine;0;0;0
established;TopicalConcept;2415;0.6;ChristianDoctrine;0;0;1
established;Region=ClericalAdministrativeRegion=TheologicalConcept;2415;0.6;ChristianDoctrine;0;0;0
established;Region;2415;0.6;ChristianDoctrine;0;0;0
established;Diocese=TheologicalConcept;2415;0.6;ChristianDoctrine;0;0;0
established;ChristianDoctrine=PopulatedPlace;2415;0.6;ChristianDoctrine;0;0;0
established;Diocese;2415;0.6;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion=TheologicalConcept;2415;0.6;ChristianDoctrine;0;0;0
established;TopicalConcept=ClericalAdministrativeRegion;2415;0.6;ChristianDoctrine;0;0;0
established;ChristianDoctrine=AdministrativeRegion;2415;0.6;ChristianDoctrine;0;0;0
established;ChristianDoctrine;2415;0.6;ChristianDoctrine;1;0;0
established;ChristianDoctrine=ClericalAdministrativeRegion;2415;0.6;ChristianDoctrine;0;0;0
established;Region=TheologicalConcept;2415;0.6;ChristianDoctrine;0;0;0
established;Place=TheologicalConcept;2415;0.6;ChristianDoctrine;0;0;0
established;TheologicalConcept;2415;0.5;ChristianDoctrine;0;0;1
established;ChristianDoctrine=AdministrativeRegion=Region;2415;0.5;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TheologicalConcept;2415;0.5;ChristianDoctrine;0;0;0
established;TopicalConcept=PopulatedPlace;2415;0.5;ChristianDoctrine;0;0;0
established;Place;2415;0.5;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region;2415;0.5;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Place;2415;0.5;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;2415;0.5;ChristianDoctrine;0;0;0
established;PopulatedPlace;2415;0.5;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese=Region;2415;0.5;ChristianDoctrine;0;0;0
established;ClericalAdministrativeRegion;2415;0.5;ChristianDoctrine;0;0;0
established;TopicalConcept=Place;2415;0.5;ChristianDoctrine;0;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;2415;0.5;ChristianDoctrine;0;0;0
established;Diocese=TopicalConcept;2415;0.5;ChristianDoctrine;0;0;0
established;ChristianDoctrine=Diocese;2415;0.5;ChristianDoctrine;0;0;0
established;TheologicalConcept=PopulatedPlace;2415;0.5;ChristianDoctrine;0;0;0
established;AdministrativeRegion=TopicalConcept;2415;0.5;ChristianDoctrine;0;0;0
established;TopicalConcept=Region;2415;0.5;ChristianDoctrine;0;0;0
established;AdministrativeRegion;2415;0.5;ChristianDoctrine;0;0;0
established;TopicalConcept;2415;0.5;ChristianDoctrine;0;0;1
established;Region=ClericalAdministrativeRegion=TheologicalConcept;2415;0.5;ChristianDoctrine;0;0;0
established;Region;2415;0.5;ChristianDoctrine;0;0;0
established;Diocese=TheologicalConcept;2415;0.5;ChristianDoctrine;0;0;0
