Property;Induced;Confidence;T;GoldStandard;Same;MoreSpecific;LessSpecific
dissolved;http://www.w3.org/2001/XMLSchema#date;113;0.4;http://www.w3.org/2001/XMLSchema#date;1;0;0
dissolved;http://www.w3.org/2001/XMLSchema#date;113;0.3;http://www.w3.org/2001/XMLSchema#date;1;0;0
dissolved;http://www.w3.org/2001/XMLSchema#date;113;0.2;http://www.w3.org/2001/XMLSchema#date;1;0;0
dissolved;http://www.w3.org/2001/XMLSchema#date;113;0.1;http://www.w3.org/2001/XMLSchema#date;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;1.0;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.9;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.8;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.7;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.6;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.5;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.4;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.3;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.2;http://www.w3.org/2001/XMLSchema#double;1;0;0
apoapsis;http://www.w3.org/2001/XMLSchema#double;3075;0.1;http://www.w3.org/2001/XMLSchema#double;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;1.0;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.9;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.8;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.7;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.6;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.5;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.4;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.3;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.2;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
rankInFinalMedalCount;http://www.w3.org/2001/XMLSchema#positiveInteger;591;0.1;http://www.w3.org/2001/XMLSchema#positiveInteger;1;0;0
Engine--weight;http://dbpedia.org/datatype/kilogram;45;1.0;http://dbpedia.org/datatype/kilogram;1;0;0
Engine--weight;http://dbpedia.org/datatype/kilogram;45;0.9;http://dbpedia.org/datatype/kilogram;1;0;0
Engine--weight;http://dbpedia.org/datatype/kilogram;45;0.8;http://dbpedia.org/datatype/kilogram;1;0;0
Engine--weight;http://dbpedia.org/datatype/kilogram;45;0.7;http://dbpedia.org/datatype/kilogram;1;0;0
Engine--weight;http://dbpedia.org/datatype/kilogram;45;0.6;http://dbpedia.org/datatype/kilogram;1;0;0
Engine--weight;http://dbpedia.org/datatype/kilogram;45;0.5;http://dbpedia.org/datatype/kilogram;1;0;0
Engine--weight;http://dbpedia.org/datatype/kilogram;45;0.4;http://dbpedia.org/datatype/kilogram;1;0;0
Engine--weight;http://dbpedia.org/datatype/kilogram;45;0.3;http://dbpedia.org/datatype/kilogram;1;0;0
